ProductKey,Product,Brand,Color,Unit_Cost_USD,Unit_Price_USD,SubcategoryKey,Subcategory,CategoryKey,Category
701,Ink Jet All in one M300 White,Proseware,White,77.72,169.0,306,"Printers, Scanners & Fax",3,Computers
702,Laser Jet Printer E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers
703,Laser Jet Color Printer X300 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers
704,Laser Jet All in one X300 White,Proseware,White,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers
705,Fax Phone E100 White,Proseware,White,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers
706,Fax Machine E100 White,Proseware,White,40.28,79.0,306,"Printers, Scanners & Fax",3,Computers
707,Laser Fax Printer E100 White,Proseware,White,46.39,91.0,306,"Printers, Scanners & Fax",3,Computers
708,Ink Jet Fax Machine E100 White,Proseware,White,39.77,78.0,306,"Printers, Scanners & Fax",3,Computers
709,Mobile Receipt and Document Scanner M200 White,Proseware,White,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers
710,Scan Jet Digital Flat Bed Scanner M300 White,Proseware,White,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers
711,All-In-One Photo Printer M200 White,Proseware,White,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers
712,Ink Jet Wireless All-In-One Printer M400 White,Proseware,White,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers
713,Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Proseware,White,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers
714,"Desk Jet All-in-One Printer, Scanner, Copier M350 White",Proseware,White,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers
715,Duplex Scanner M200 White,Proseware,White,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers
716,High Speed Laser M2000 White,Proseware,White,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers
717,Laser Fax Printer M250 White,Proseware,White,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers
718,"Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers
719,Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers
720,Slim-Design Fax Machine with Answering System X180 White,Proseware,White,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers
721,High-Performance Business-Class Laser Fax X200 White,Proseware,White,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers
722,Professional Quality Plain-Paper Fax and Copier X100 White,Proseware,White,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers
723,Photo Ink jet Printer E290 White,Proseware,White,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers
724,Office Jet All-in-One Printer M500 White,Proseware,White,74.96,163.0,306,"Printers, Scanners & Fax",3,Computers
725,Office Jet Wireless All-in-One Inkjet Printer M600 White,Proseware,White,87.37,190.0,306,"Printers, Scanners & Fax",3,Computers
726,Photo Smart All-in-One Printer M380 White,Proseware,White,67.6,147.0,306,"Printers, Scanners & Fax",3,Computers
727,Wireless Photo All-in-One Printer M390 White,Proseware,White,86.45,188.0,306,"Printers, Scanners & Fax",3,Computers
728,23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers
729,Scan Jet Digital Flat Bed Scanner M300 Green,Proseware,Green,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers
730,All-In-One Photo Printer M200 Green,Proseware,Green,62.54,136.0,306,"Printers, Scanners & Fax",3,Computers
731,Ink Jet Wireless All-In-One Printer M400 Green,Proseware,Green,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers
732,Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Proseware,Green,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers
733,"Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,Green,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers
734,Duplex Scanner M200 Green,Proseware,Green,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers
735,High Speed Laser M2000 Green,Proseware,Green,69.25,209.0,306,"Printers, Scanners & Fax",3,Computers
736,Laser Fax Printer M250 Green,Proseware,Green,54.26,118.0,306,"Printers, Scanners & Fax",3,Computers
737,"Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,Green,73.12,159.0,306,"Printers, Scanners & Fax",3,Computers
738,Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers
739,Slim-Design Fax Machine with Answering System X180 Green,Proseware,Green,78.19,236.0,306,"Printers, Scanners & Fax",3,Computers
740,High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers
741,Professional Quality Plain-Paper Fax and Copier X100 Green,Proseware,Green,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers
742,Photo Inkjet Printer E290 Green,Proseware,Green,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers
743,Rechargeable Battery E100 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers
744,Dual USB Power Adapter - power adapter E300 Black,Contoso,Black,20.34,39.9,308,Computers Accessories,3,Computers
745,Car power adapter M90 Black,Contoso,Black,9.17,19.95,308,Computers Accessories,3,Computers
746,Notebook Peripheral Kit M69 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers
747,Mouse Lock Bundle E200 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers
748,Education Supplies Bundle E200 Black,Contoso,Black,6.88,13.5,308,Computers Accessories,3,Computers
749,Laptop Starter Bundle M200 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers
750,Education Essentials Bundle M300 Black,Contoso,Black,4.37,9.5,308,Computers Accessories,3,Computers
751,Desktop Alternative Bundle E200 Black,Contoso,Black,5.86,11.5,308,Computers Accessories,3,Computers
752,Power Inverter - DC to AC power inverter E900 Black,Contoso,Black,4.84,9.5,308,Computers Accessories,3,Computers
753,Smart Battery M901 Black,Contoso,Black,5.29,11.5,308,Computers Accessories,3,Computers
754,Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Contoso,Black,15.24,29.9,308,Computers Accessories,3,Computers
755,Home/Office Laptop Power Adapter E300 Black,Contoso,Black,13.0,25.5,308,Computers Accessories,3,Computers
756,USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.75,29.9,308,Computers Accessories,3,Computers
757,Enhanced Capacity Battery M800 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers
758,Connectivity Starter Kit Smart Buy M680 Black,Contoso,Black,12.83,27.9,308,Computers Accessories,3,Computers
759,90W AC/DC Power Adapter E300 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers
760,Reserve Pen - Tablet Pen E200 Black,Contoso,Black,7.09,13.9,308,Computers Accessories,3,Computers
761,USB Data Link-direct connect adapter E600 Black,Contoso,Black,8.62,16.9,308,Computers Accessories,3,Computers
762,Primary Extended Capacity Battery Pack - notebook battery X100 Black,Contoso,Black,11.23,33.9,308,Computers Accessories,3,Computers
763,Digital camera accessory kit M200 Black,Contoso,Black,10.99,23.9,308,Computers Accessories,3,Computers
764,Leather Case - case for digital photo camera X20 Black,Contoso,Black,13.22,39.9,308,Computers Accessories,3,Computers
765,Lens cap E80 Black,Contoso,Black,15.27,29.95,308,Computers Accessories,3,Computers
766,Battery charger - bike E200 Black,Contoso,Black,10.15,19.9,308,Computers Accessories,3,Computers
767,USB Optical Mouse E200 Black,Contoso,Black,7.9,15.5,308,Computers Accessories,3,Computers
768,ADSL Modem Splitter/Filter X 1 E100 Black,Contoso,Black,9.13,17.9,308,Computers Accessories,3,Computers
769,ADSL Modem Splitter/Filter X 2 E200 Black,Contoso,Black,11.68,22.9,308,Computers Accessories,3,Computers
770,ADSL Modem Splitter/Filter X 3 E300 Black,Contoso,Black,26.97,52.9,308,Computers Accessories,3,Computers
771,USB Wave Multi-media Keyboard E280 Black,Contoso,Black,8.11,15.9,308,Computers Accessories,3,Computers
772,Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,Contoso,Black,6.07,11.9,308,Computers Accessories,3,Computers
773,USB Wave Multi-media Keyboard E280 Blue,Contoso,Blue,8.11,15.9,308,Computers Accessories,3,Computers
774,USB Optical Mouse E200 Blue,Contoso,Blue,7.9,15.5,308,Computers Accessories,3,Computers
775,Smart Battery M901 Blue,Contoso,Blue,5.29,11.5,308,Computers Accessories,3,Computers
776,Digital Camera Accessory kit M200 Blue,Contoso,Blue,10.99,23.9,308,Computers Accessories,3,Computers
777,Reserve Pen -Tablet Pen E200 Blue,Contoso,Blue,7.09,13.9,308,Computers Accessories,3,Computers
778,Rechargeable Battery E100 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers
779,Dual USB Power Adapter - power adapter E300 White,Contoso,White,20.34,39.9,308,Computers Accessories,3,Computers
780,Car power adapter M90 White,Contoso,White,9.17,19.95,308,Computers Accessories,3,Computers
781,Notebook Peripheral Kit M69 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers
782,Mouse Lock Bundle E200 White,Contoso,White,6.6,12.95,308,Computers Accessories,3,Computers
783,Education Supplies Bundle E200 White,Contoso,White,6.88,13.5,308,Computers Accessories,3,Computers
784,Laptop Starter Bundle M200 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers
785,Education Essentials Bundle M300 White,Contoso,White,4.37,9.5,308,Computers Accessories,3,Computers
786,Desktop Alternative Bundle E200 White,Contoso,White,5.86,11.5,308,Computers Accessories,3,Computers
787,Power Inverter - DC to AC power inverter E900 White,Contoso,White,4.84,9.5,308,Computers Accessories,3,Computers
788,Smart Battery M901 White,Contoso,White,5.29,11.5,308,Computers Accessories,3,Computers
789,Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Contoso,White,15.24,29.9,308,Computers Accessories,3,Computers
790,Home/Office Laptop Power Adapter E300 White,Contoso,White,13.0,25.5,308,Computers Accessories,3,Computers
791,USB 2.0 Dock Station docking station M800 White,Contoso,White,13.75,29.9,308,Computers Accessories,3,Computers
792,Enhanced Capacity Battery M800 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers
793,Connectivity Starter Kit Smart Buy M680 White,Contoso,White,12.83,27.9,308,Computers Accessories,3,Computers
794,90W AC/DC Power Adapter E300 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers
795,Reserve Pen - Tablet Pen E200 White,Contoso,White,7.09,13.9,308,Computers Accessories,3,Computers
796,USB Data Link - direct connect adapter E600 White,Contoso,White,8.62,16.9,308,Computers Accessories,3,Computers
797,Primary Extended Capacity Battery Pack - notebook battery X100 White,Contoso,White,11.23,33.9,308,Computers Accessories,3,Computers
798,Digital camera accessory kit M200 White,Contoso,White,10.99,23.9,308,Computers Accessories,3,Computers
799,Leather Case - case for digital photo camera X20 White,Contoso,White,13.22,39.9,308,Computers Accessories,3,Computers
800,Lens cap E80 White,Contoso,White,15.27,29.95,308,Computers Accessories,3,Computers
801,Battery charger - bike E200 White,Contoso,White,10.15,19.9,308,Computers Accessories,3,Computers
802,USB Optical Mouse E200 White,Contoso,White,7.9,15.5,308,Computers Accessories,3,Computers
803,ADSL Modem Splitter/Filter X 1 E100 White,Contoso,White,9.13,17.9,308,Computers Accessories,3,Computers
804,ADSL Modem Splitter/Filter X 2 E200 White,Contoso,White,11.68,22.9,308,Computers Accessories,3,Computers
805,ADSL Modem Splitter/Filter X 3 E300 White,Contoso,White,26.97,52.9,308,Computers Accessories,3,Computers
806,USB Wave Multi-media Keyboard E280 White,Contoso,White,8.11,15.9,308,Computers Accessories,3,Computers
807,Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Contoso,White,6.07,11.9,308,Computers Accessories,3,Computers
808,Rechargeable Battery E100 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers
809,Dual USB Power Adapter - power adapter E300 Grey,Contoso,Grey,20.34,39.9,308,Computers Accessories,3,Computers
810,Car power adapter M90 Grey,Contoso,Grey,9.17,19.95,308,Computers Accessories,3,Computers
811,Notebook Peripheral Kit M69 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers
812,Mouse Lock Bundle E200 Grey,Contoso,Grey,6.6,12.95,308,Computers Accessories,3,Computers
813,Education Supplies Bundle E200 Grey,Contoso,Grey,6.88,13.5,308,Computers Accessories,3,Computers
814,Laptop Starter Bundle M200 Grey,Contoso,Grey,7.59,16.5,308,Computers Accessories,3,Computers
815,Education Essentials Bundle M300 Grey,Contoso,Grey,4.37,9.5,308,Computers Accessories,3,Computers
816,Desktop Alternative Bundle E200 Grey,Contoso,Grey,5.86,11.5,308,Computers Accessories,3,Computers
817,Power Inverter - DC to AC power inverter E900 Grey,Contoso,Grey,4.84,9.5,308,Computers Accessories,3,Computers
818,Smart Battery M901 Grey,Contoso,Grey,5.29,11.5,308,Computers Accessories,3,Computers
819,Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Contoso,Grey,15.24,29.9,308,Computers Accessories,3,Computers
820,Home/Office Laptop Power Adapter E300 Grey,Contoso,Grey,13.0,25.5,308,Computers Accessories,3,Computers
821,USB 2.0 Dock Station docking station M800 Grey,Contoso,Grey,13.75,29.9,308,Computers Accessories,3,Computers
822,Enhanced Capacity Battery M800 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers
823,Connectivity Starter Kit Smart Buy M680 Grey,Contoso,Grey,12.83,27.9,308,Computers Accessories,3,Computers
824,90W AC/DC Power Adapter E300 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers
825,Reserve Pen - Tablet Pen E200 Grey,Contoso,Grey,7.09,13.9,308,Computers Accessories,3,Computers
826,USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.62,16.9,308,Computers Accessories,3,Computers
827,Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Grey,11.23,33.9,308,Computers Accessories,3,Computers
828,Digital camera accessory kit M200 Grey,Contoso,Grey,10.99,23.9,308,Computers Accessories,3,Computers
829,Leather Case - case for digital photo camera X20 Grey,Contoso,Grey,13.22,39.9,308,Computers Accessories,3,Computers
830,Lens cap E80 Grey,Contoso,Grey,15.27,29.95,308,Computers Accessories,3,Computers
831,Battery charger - bike E200 Grey,Contoso,Grey,10.15,19.9,308,Computers Accessories,3,Computers
832,USB Optical Mouse E200 Grey,Contoso,Grey,7.9,15.5,308,Computers Accessories,3,Computers
833,ADSL Modem Splitter/Filter X 1 E100 Grey,Contoso,Grey,9.13,17.9,308,Computers Accessories,3,Computers
834,ADSL Modem Splitter/Filter X 2 E200 Grey,Contoso,Grey,11.68,22.9,308,Computers Accessories,3,Computers
835,ADSL Modem Splitter/Filter X 3 E300 Grey,Contoso,Grey,26.97,52.9,308,Computers Accessories,3,Computers
836,USB Wave Multi-Media Keyboard E280 Grey,Contoso,Grey,8.11,15.9,308,Computers Accessories,3,Computers
837,Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Contoso,Grey,6.07,11.9,308,Computers Accessories,3,Computers
838,USB Optical Mouse E200 Gold,Contoso,Gold,7.9,15.5,308,Computers Accessories,3,Computers
839,USB Wave Multi-Media Keyboard M901 Gold,Contoso,Gold,11.91,25.9,308,Computers Accessories,3,Computers
840,Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,Contoso,Gold,18.35,39.9,308,Computers Accessories,3,Computers
841,Reserve Pen - Tablet Pen E200 Gold,Contoso,Gold,7.09,13.9,308,Computers Accessories,3,Computers
842,Bright Light battery E20 Black,Contoso,Black,13.71,26.9,308,Computers Accessories,3,Computers
843,Bright Light battery E20 blue,Contoso,Blue,13.71,26.9,308,Computers Accessories,3,Computers
844,Bright Light battery E20 Pink,Contoso,Pink,13.71,26.9,308,Computers Accessories,3,Computers
845,Bright Light battery E20 White,Contoso,White,13.71,26.9,308,Computers Accessories,3,Computers
846,Ultraportable Neoprene Sleeve E30 Black,Contoso,Black,7.95,15.6,308,Computers Accessories,3,Computers
847,Ultraportable Neoprene Sleeve E30 Pink,Contoso,Pink,7.95,15.6,308,Computers Accessories,3,Computers
848,Ultraportable Neoprene Sleeve E30 Yellow,Contoso,Yellow,7.95,15.6,308,Computers Accessories,3,Computers
849,Ultraportable Neoprene Sleeve E30 Green,Contoso,Green,7.95,15.6,308,Computers Accessories,3,Computers
850,Laptop Keyboard X105 Black,Contoso,Black,76.5,230.9,308,Computers Accessories,3,Computers
851,Laptop Keyboard X105 White,Contoso,White,76.5,230.9,308,Computers Accessories,3,Computers
852,Laptop Keyboard X105 Brown,Contoso,Brown,76.5,230.9,308,Computers Accessories,3,Computers
853,Laptop Keyboard X105 Silver,Contoso,Silver,76.5,230.9,308,Computers Accessories,3,Computers
854,Multimedia Speakers M25 Brown,Contoso,Brown,59.32,129.0,308,Computers Accessories,3,Computers
855,Multimedia Speakers M25 Blue,Contoso,Blue,59.32,129.0,308,Computers Accessories,3,Computers
856,Multimedia Speakers M25 Black,Contoso,Black,59.32,129.0,308,Computers Accessories,3,Computers
857,Multimedia Speakers M25 White,Contoso,White,59.32,129.0,308,Computers Accessories,3,Computers
858,Wireless Notebook Optical Mouse M35 Black,Contoso,Black,13.77,29.95,308,Computers Accessories,3,Computers
859,Wireless Notebook Optical Mouse M35 White,Contoso,White,13.77,29.95,308,Computers Accessories,3,Computers
860,Wireless Notebook Optical Mouse M35 Blue,Contoso,Blue,13.77,29.95,308,Computers Accessories,3,Computers
861,Wireless Notebook Optical Mouse M35 Silver,Contoso,Silver,13.77,29.95,308,Computers Accessories,3,Computers
862,Wireless Notebook Optical Mouse M35 Orange,Contoso,Orange,13.77,29.95,308,Computers Accessories,3,Computers
863,Optical USB Mouse M45 Black,Contoso,Black,23.45,50.99,308,Computers Accessories,3,Computers
864,Optical USB Mouse M45 White,Contoso,White,23.45,50.99,308,Computers Accessories,3,Computers
865,Optical USB Mouse M45 Grey,Contoso,Grey,23.45,50.99,308,Computers Accessories,3,Computers
866,Wireless Laser Mouse M55 Black,Contoso,Black,32.19,69.99,308,Computers Accessories,3,Computers
867,Wireless Laser Mouse M55 White,Contoso,White,32.19,69.99,308,Computers Accessories,3,Computers
868,Wireless Laser Mouse M55 Grey,Contoso,Grey,32.19,69.99,308,Computers Accessories,3,Computers
869,Wireless Laser Mouse M55 Silver,Contoso,Silver,32.19,69.99,308,Computers Accessories,3,Computers
870,Wireless Laser Mouse E50 Black,Contoso,Black,10.69,20.96,308,Computers Accessories,3,Computers
871,Wireless Laser Mouse E50 White,Contoso,White,10.69,20.96,308,Computers Accessories,3,Computers
872,Wireless Laser Mouse E50 Silver,Contoso,Silver,10.69,20.96,308,Computers Accessories,3,Computers
873,Wireless Laser Mouse E50 Grey,Contoso,Grey,10.69,20.96,308,Computers Accessories,3,Computers
874,Wireless Notebook Optical Mouse X205 Black,Contoso,Black,43.06,129.95,308,Computers Accessories,3,Computers
875,Wireless Notebook Optical Mouse X205 White,Contoso,White,43.06,129.95,308,Computers Accessories,3,Computers
876,Wireless Notebook Optical Mouse X205 Blue,Contoso,Blue,43.06,129.95,308,Computers Accessories,3,Computers
877,Wireless Notebook Optical Mouse X205 Silver,Contoso,Silver,43.06,129.95,308,Computers Accessories,3,Computers
878,Wireless Notebook Optical Mouse X205 Orange,Contoso,Orange,43.06,129.95,308,Computers Accessories,3,Computers
879,Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Grey,6.63,13.0,308,Computers Accessories,3,Computers
880,Optical Wheel OEM PS/2 Mouse E60 Black,Contoso,Black,6.63,13.0,308,Computers Accessories,3,Computers
881,Optical Wheel OEM PS/2 Mouse E60 White,Contoso,White,6.63,13.0,308,Computers Accessories,3,Computers
882,Optical Wheel OEM PS/2 Mouse E60 Silver,Contoso,Silver,6.63,13.0,308,Computers Accessories,3,Computers
883,Bluetooth Notebook Mouse X305 Black,Contoso,Black,49.7,150.0,308,Computers Accessories,3,Computers
884,Bluetooth Notebook Mouse X305 White,Contoso,White,49.7,150.0,308,Computers Accessories,3,Computers
885,Bluetooth Notebook Mouse X305 Silver,Contoso,Silver,49.7,150.0,308,Computers Accessories,3,Computers
886,Bluetooth Notebook Mouse X305 Grey,Contoso,Grey,49.7,150.0,308,Computers Accessories,3,Computers
887,Bluetooth Notebook Mouse E70 Black,Contoso,Black,25.49,50.0,308,Computers Accessories,3,Computers
888,Bluetooth Notebook Mouse E70 White,Contoso,White,25.49,50.0,308,Computers Accessories,3,Computers
889,Bluetooth Notebook Mouse E70 Silver,Contoso,Silver,25.49,50.0,308,Computers Accessories,3,Computers
890,Bluetooth Notebook Mouse E70 Grey,Contoso,Grey,25.49,50.0,308,Computers Accessories,3,Computers
891,Rechargeable Bluetooth Notebook Mouse E80 Silver,Southridge Video,Silver,30.58,59.99,308,Computers Accessories,3,Computers
892,Rechargeable Bluetooth Notebook Mouse E80 Black,Southridge Video,Black,30.58,59.99,308,Computers Accessories,3,Computers
893,Rechargeable Bluetooth Notebook Mouse E80 White,Southridge Video,White,30.58,59.99,308,Computers Accessories,3,Computers
894,Rechargeable Bluetooth Notebook Mouse E80 Grey,Southridge Video,Grey,30.58,59.99,308,Computers Accessories,3,Computers
895,Keyboard E90 Silver,Southridge Video,Silver,21.28,41.73,308,Computers Accessories,3,Computers
896,Keyboard E90 White,Southridge Video,White,21.28,41.73,308,Computers Accessories,3,Computers
897,Keyboard E90 Black,Southridge Video,Black,21.28,41.73,308,Computers Accessories,3,Computers
898,Keyboard E90 Grey,Southridge Video,Grey,21.28,41.73,308,Computers Accessories,3,Computers
899,Keyboard E10 Silver,Southridge Video,Silver,22.43,44.0,308,Computers Accessories,3,Computers
900,Keyboard E10 White,Southridge Video,White,22.43,44.0,308,Computers Accessories,3,Computers
901,Keyboard E10 Black,Southridge Video,Black,22.43,44.0,308,Computers Accessories,3,Computers
902,Keyboard E10 Grey,Southridge Video,Grey,22.43,44.0,308,Computers Accessories,3,Computers
903,40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Red,38.74,75.99,308,Computers Accessories,3,Computers
904,40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Silver,38.74,75.99,308,Computers Accessories,3,Computers
905,40GB USB2.0 Portable Hard Disk E400 Blue,Southridge Video,Blue,38.74,75.99,308,Computers Accessories,3,Computers
906,40GB USB2.0 Portable Hard Disk E400 Yellow,Southridge Video,Yellow,38.74,75.99,308,Computers Accessories,3,Computers
907,80GB USB2.0 Portable Hard Disk E500 Red,Southridge Video,Red,52.0,102.0,308,Computers Accessories,3,Computers
908,80GB USB2.0 Portable Hard Disk E500 Silver,Southridge Video,Silver,52.0,102.0,308,Computers Accessories,3,Computers
909,80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Blue,52.0,102.0,308,Computers Accessories,3,Computers
910,80GB USB2.0 Portable Hard Disk E500 Yellow,Southridge Video,Yellow,52.0,102.0,308,Computers Accessories,3,Computers
911,160GB USB2.0 Portable Hard Disk M65 Silver,Southridge Video,Silver,44.1,95.9,308,Computers Accessories,3,Computers
912,160GB USB2.0 Portable Hard Disk M65 Black,Southridge Video,Black,44.1,95.9,308,Computers Accessories,3,Computers
913,160GB USB2.0 Portable Hard Disk M65 White,Southridge Video,White,44.1,95.9,308,Computers Accessories,3,Computers
914,160GB USB2.0 Portable Hard Disk M65 Grey,Southridge Video,Grey,44.1,95.9,308,Computers Accessories,3,Computers
915,500GB USB 2.0 Portable External Hard Drive X405 Pink,Southridge Video,Pink,59.31,179.0,308,Computers Accessories,3,Computers
916,500GB USB 2.0 Portable External Hard Drive X405 Blue,Southridge Video,Blue,59.31,179.0,308,Computers Accessories,3,Computers
917,500GB USB 2.0 Portable External Hard Drive X405 White,Southridge Video,White,59.31,179.0,308,Computers Accessories,3,Computers
918,500GB USB 2.0 Portable External Hard Drive X405 Black,Southridge Video,Black,59.31,179.0,308,Computers Accessories,3,Computers
919,USB Data Cable E600 Pink,Southridge Video,Pink,0.48,0.95,308,Computers Accessories,3,Computers
920,USB Data Cable E600 Black,Southridge Video,Black,0.48,0.95,308,Computers Accessories,3,Computers
921,USB Data Cable E600 Silver,Southridge Video,Silver,0.48,0.95,308,Computers Accessories,3,Computers
922,USB Data Cable E600 Grey,Southridge Video,Grey,0.48,0.95,308,Computers Accessories,3,Computers
923,USB Sync Charge Cable E700 Blue,Southridge Video,Blue,1.01,1.99,308,Computers Accessories,3,Computers
924,USB Sync Charge Cable E700 Black,Southridge Video,Black,1.01,1.99,308,Computers Accessories,3,Computers
925,USB Sync Charge Cable E700 White,Southridge Video,White,1.01,1.99,308,Computers Accessories,3,Computers
926,USB Sync Charge Cable E700 Silver,Southridge Video,Silver,1.01,1.99,308,Computers Accessories,3,Computers
927,512MB Laptop memory E800 White,Southridge Video,White,17.33,33.99,308,Computers Accessories,3,Computers
928,512MB Laptop memory E800 Silver,Southridge Video,Silver,17.33,33.99,308,Computers Accessories,3,Computers
929,512MB Laptop memory E800 Black,Southridge Video,Black,17.33,33.99,308,Computers Accessories,3,Computers
930,512MB Laptop memory E800 Yellow,Southridge Video,Yellow,17.33,33.99,308,Computers Accessories,3,Computers
931,2GB Laptop memory E800 Silver,Southridge Video,Silver,28.04,55.0,308,Computers Accessories,3,Computers
932,2GB Laptop memory E800 Black,Southridge Video,Black,28.04,55.0,308,Computers Accessories,3,Computers
933,2GB Laptop memory E800 White,Southridge Video,White,28.04,55.0,308,Computers Accessories,3,Computers
934,4GB Laptop Memory M65 Blue,Southridge Video,Blue,36.33,79.0,308,Computers Accessories,3,Computers
935,4GB Laptop Memory M65 Yellow,Southridge Video,Yellow,36.33,79.0,308,Computers Accessories,3,Computers
936,4GB Laptop Memory M65 Black,Southridge Video,Black,36.33,79.0,308,Computers Accessories,3,Computers
937,4GB Laptop Memory M65 White,Southridge Video,White,36.33,79.0,308,Computers Accessories,3,Computers
938,Wireless LAN PCI Network Card Adapter E900 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers
939,Wireless LAN PCI Network Card Adapter E901 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers
940,Wireless LAN PCI Network Card Adapter E902 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers
941,PCI Network Adapter E903 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers
942,PCI Network Adapter E904 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers
943,PCI Network Adapter E905 Silver,Southridge Video,Silver,21.41,41.99,308,Computers Accessories,3,Computers
944,Compact Digital Camera M200 Black,A. Datum,Black,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders
945,Rangefinder Digital Camera X200 Black,A. Datum,Black,66.26,200.0,401,Digital Cameras,4,Cameras and camcorders
946,Slim Digital Camera M180 Black,A. Datum,Black,68.06,148.0,401,Digital Cameras,4,Cameras and camcorders
947,Ultra Compact Digital Camera M190 Black,A. Datum,Black,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders
948,All in One Digital Camera M200 Black,A. Datum,Black,86.45,188.0,401,Digital Cameras,4,Cameras and camcorders
949,Interchangeable lens Non-SLR Digital Camera X250 Black,A. Datum,Black,88.79,268.0,401,Digital Cameras,4,Cameras and camcorders
950,Super-zoom Digital Camera X300 Black,A. Datum,Black,96.08,290.0,401,Digital Cameras,4,Cameras and camcorders
951,Consumer Digital Camera E100 Black,A. Datum,Black,143.26,281.0,401,Digital Cameras,4,Cameras and camcorders
952,Consumer Digital Camera M300 Black,A. Datum,Black,84.84,184.5,401,Digital Cameras,4,Cameras and camcorders
